# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-8621
# Selected columns: 7 (all)
# Timestamp: Tue, 29-Apr-2025 09:45:43
Gene ID	Gene Name	14 minute	20 minute	92 minute	102 minute	132 minute	142 minute	162 minute
YNL017C	YNL017C	4.0	5.0	2.0	1.0	2.0	3.0	2.0
YNL018C	YNL018C	4.0	4.0	2.0	2.0	2.0	1.0	1.0
YNL019C	YNL019C	3.0	3.0	1.0	1.0	2.0	0.7	1.0
YNL020C	ARK1	35.0	36.0	34.0	31.0	32.0	28.0	23.0
YNL021W	HDA1	43.0	41.0	38.0	38.0	32.0	29.0	33.0
YNL022C	RCM1	67.0	61.0	40.0	41.0	38.0	42.0	47.0
YNL023C	FAP1	34.0	34.0	25.0	26.0	20.0	21.0	21.0
YNL024C-A	KSH1	324.0	339.0	300.0	281.0	259.0	267.0	239.0
YNL024C	EFM6	14.0	12.0	7.0	7.0	6.0	4.0	2.0
YNL025C	SSN8	45.0	42.0	30.0	26.0	29.0	29.0	27.0
YNL026W	SAM50	81.0	85.0	73.0	68.0	78.0	76.0	70.0
YNL027W	CRZ1	77.0	78.0	53.0	50.0	51.0	49.0	46.0
YNL028W	YNL028W	9.0	10.0	2.0	2.0	2.0	1.0	2.0
YNL029C	KTR5	38.0	40.0	24.0	24.0	24.0	21.0	21.0
YNL030W	HHF2	310.0	314.0	4665.0	2822.0	932.0	681.0	827.0
YNL031C	HHT2	1073.0	1047.0	4997.0	3438.0	1781.0	1508.0	1335.0
YNL032W	SIW14	68.0	58.0	52.0	57.0	68.0	78.0	107.0
YNL033W	YNL033W	1.0	1.0	1.0	1.0	1.0	1.0	2.0
YNL034W	YNL034W	8.0	9.0	2.0	2.0	3.0	3.0	4.0
YNL035C	YNL035C	82.0	93.0	62.0	55.0	59.0	56.0	56.0
YNL036W	NCE103	4679.0	5453.0	6368.0	5835.0	4378.0	3957.0	2771.0
YNL037C	IDH1	203.0	130.0	1661.0	1767.0	2203.0	2264.0	1872.0
YNL038W	GPI15	64.0	64.0	49.0	43.0	45.0	45.0	40.0
YNL039W	BDP1	65.0	63.0	55.0	50.0	50.0	48.0	57.0
YNL040W	YNL040W	58.0	62.0	51.0	57.0	66.0	60.0	59.0
YNL041C	COG6	38.0	41.0	38.0	37.0	36.0	32.0	31.0
YNL042W-B	YNL042W-B	9.0	10.0	2.0	2.0	4.0	4.0	1.0
YNL042W	BOP3	24.0	25.0	9.0	12.0	15.0	13.0	13.0
YNL043C	YNL043C	45.0	41.0	45.0	43.0	26.0	25.0	36.0
YNL044W	YIP3	183.0	172.0	202.0	182.0	117.0	117.0	111.0
YNL045W	LAP2	146.0	159.0	84.0	80.0	82.0	75.0	64.0
YNL046W	YNL046W	91.0	101.0	54.0	57.0	80.0	155.0	291.0
YNL047C	SLM2	37.0	36.0	31.0	30.0	30.0	37.0	48.0
YNL048W	ALG11	88.0	92.0	77.0	73.0	62.0	62.0	55.0
YNL049C	SFB2	34.0	32.0	32.0	30.0	26.0	24.0	23.0
YNL050C	YNL050C	49.0	47.0	50.0	56.0	60.0	60.0	63.0
YNL051W	COG5	51.0	47.0	39.0	36.0	42.0	36.0	37.0
YNL052W	COX5A	1155.0	1149.0	1937.0	1983.0	2098.0	2089.0	1982.0
YNL053W	MSG5	41.0	40.0	43.0	42.0	42.0	39.0	36.0
YNL054W-B	YNL054W-B	16.0	17.0	12.0	13.0	17.0	17.0	16.0
YNL054W	VAC7	30.0	30.0	26.0	27.0	26.0	23.0	21.0
YNL055C	POR1	2152.0	2180.0	2619.0	2651.0	2793.0	3015.0	2957.0
YNL056W	OCA2	81.0	84.0	83.0	96.0	142.0	148.0	111.0
YNL058C	YNL058C	19.0	17.0	42.0	59.0	190.0	184.0	104.0
YNL059C	ARP5	56.0	52.0	58.0	62.0	61.0	60.0	62.0
YNL061W	NOP2	81.0	71.0	62.0	80.0	68.0	80.0	105.0
YNL062C	GCD10	27.0	19.0	32.0	35.0	25.0	28.0	34.0
YNL063W	MTQ1	43.0	37.0	38.0	39.0	39.0	36.0	34.0
YNL064C	YDJ1	236.0	185.0	543.0	574.0	435.0	426.0	364.0
YNL065W	AQR1	10.0	9.0	7.0	6.0	6.0	6.0	6.0
YNL066W	SUN4	15.0	12.0	74.0	73.0	65.0	93.0	231.0
YNL067W-A	YNL067W-A	6.0		4.0	4.0	5.0	3.0	2.0
YNL067W	RPL9B	300.0	246.0	659.0	688.0	739.0	827.0	1101.0
YNL068C	FKH2	37.0	37.0	49.0	45.0	42.0	39.0	31.0
YNL069C	RPL16B	376.0	285.0	483.0	558.0	566.0	563.0	874.0
YNL070W	TOM7	421.0	317.0	567.0	530.0	778.0	832.0	782.0
YNL071W	LAT1	500.0	503.0	482.0	524.0	540.0	568.0	506.0
YNL072W	RNH201	42.0	53.0	50.0	41.0	38.0	39.0	38.0
YNL073W	MSK1	64.0	46.0	51.0	56.0	89.0	98.0	93.0
YNL074C	MLF3	129.0	125.0	136.0	138.0	131.0	133.0	110.0
YNL075W	IMP4	69.0	50.0	65.0	63.0	52.0	54.0	66.0
YNL076W	MKS1	50.0	51.0	45.0	48.0	51.0	51.0	48.0
YNL077W	APJ1	54.0	50.0	57.0	54.0	54.0	47.0	44.0
YNL078W	NIS1	56.0	45.0	18.0	21.0	33.0	92.0	199.0
YNL079C	TPM1	567.0	608.0	697.0	728.0	749.0	744.0	695.0
YNL080C	EOS1	127.0	149.0	84.0	94.0	98.0	102.0	93.0
YNL081C	SWS2	155.0	125.0	175.0	214.0	312.0	333.0	359.0
YNL082W	PMS1	8.0	8.0	13.0	10.0	11.0	11.0	19.0
YNL083W	SAL1	63.0	63.0	57.0	59.0	73.0	72.0	66.0
YNL084C	END3	109.0	109.0	106.0	112.0	120.0	107.0	114.0
YNL085W	MKT1	63.0	65.0	61.0	61.0	61.0	60.0	60.0
YNL086W	SNN1	97.0	116.0	55.0	71.0	81.0	78.0	79.0
YNL087W	TCB2	31.0	34.0	49.0	46.0	36.0	33.0	38.0
YNL088W	TOP2	42.0	42.0	30.0	29.0	24.0	22.0	24.0
YNL089C	YNL089C	3.0	4.0	4.0	4.0	6.0	4.0	6.0
YNL090W	RHO2	35.0	33.0	37.0	35.0	25.0	30.0	30.0
YNL091W	NST1	81.0	80.0	64.0	63.0	65.0	61.0	59.0
YNL092W	YNL092W	32.0	33.0	19.0	19.0	20.0	24.0	18.0
YNL093W	YPT53	85.0	72.0	29.0	26.0	30.0	27.0	23.0
YNL094W	APP1	102.0	102.0	65.0	71.0	65.0	70.0	59.0
YNL095C	YNL095C	32.0	28.0	29.0	27.0	22.0	20.0	20.0
YNL096C	RPS7B	150.0	132.0	311.0	360.0	331.0	340.0	460.0
YNL097C-B	YNL097C-B	18.0	19.0	80.0	85.0	52.0	56.0	80.0
YNL097C	PHO23	37.0	39.0	35.0	38.0	45.0	43.0	47.0
YNL098C	RAS2	278.0	250.0	157.0	167.0	227.0	221.0	210.0
YNL099C	OCA1	95.0	114.0	115.0	120.0	97.0	89.0	81.0
YNL100W	YNL100W	432.0	396.0	271.0	301.0	418.0	417.0	404.0
YNL101W	AVT4	107.0	119.0	102.0	111.0	126.0	115.0	91.0
YNL102W	POL1	5.0	4.0	10.0	8.0	7.0	9.0	18.0
YNL103W-A	YNL103W-A	341.0	371.0	399.0	450.0	438.0	376.0	376.0
YNL103W	MET4	109.0	116.0	83.0	87.0	86.0	82.0	85.0
YNL104C	LEU4	2210.0	2698.0	1444.0	1473.0	1336.0	1299.0	1064.0
YNL105W	RRT16	0.9	0.6	1.0	0.6			
YNL106C	INP52	15.0	14.0	10.0	11.0	10.0	9.0	9.0
YNL107W	YAF9	87.0	81.0	73.0	65.0	62.0	51.0	53.0
YNL108C	YNL108C	28.0	25.0	17.0	19.0	16.0	15.0	13.0
YNL109W	YNL109W	4.0	2.0	2.0	1.0	0.6	0.5	1.0
YNL110C	NOP15	79.0	65.0	100.0	111.0	83.0	99.0	130.0
YNL111C	CYB5	195.0	198.0	239.0	244.0	260.0	283.0	293.0
YNL112W	DBP2	163.0	117.0	66.0	82.0	41.0	46.0	63.0
YNL113W	RPC19	64.0	56.0	50.0	44.0	32.0	42.0	45.0
YNL115C	YNL115C	108.0	119.0	56.0	58.0	74.0	69.0	65.0
YNL116W	DMA2	45.0	50.0	56.0	54.0	55.0	56.0	43.0
YNL117W	MLS1	4565.0	5595.0	4286.0	4744.0	5093.0	4677.0	3808.0
YNL118C	DCP2	102.0	101.0	104.0	101.0	83.0	81.0	73.0
YNL119W	NCS2	33.0	28.0	31.0	31.0	25.0	30.0	30.0
YNL121C	TOM70	213.0	182.0	191.0	204.0	259.0	268.0	290.0
YNL122C	YNL122C	201.0	162.0	139.0	148.0	227.0	236.0	232.0
YNL123W	NMA111	47.0	47.0	51.0	53.0	46.0	44.0	40.0
YNL124W	NAF1	36.0	32.0	27.0	37.0	34.0	35.0	37.0
YNL125C	ESBP6	104.0	98.0	64.0	67.0	61.0	60.0	50.0
YNL126W	SPC98	13.0	12.0	34.0	26.0	13.0	11.0	10.0
YNL127W	FAR11	31.0	33.0	16.0	17.0	20.0	20.0	18.0
YNL128W	TEP1	15.0	14.0	10.0	10.0	10.0	9.0	7.0
YNL129W	NRK1	78.0	63.0	62.0	58.0	49.0	52.0	42.0
YNL130C-A	DGR1	79.0	79.0	41.0	52.0	53.0	52.0	54.0
YNL130C	CPT1	220.0	247.0	193.0	190.0	207.0	209.0	192.0
YNL131W	TOM22	578.0	545.0	496.0	490.0	625.0	602.0	629.0
YNL132W	KRE33	16.0	12.0	20.0	20.0	19.0	22.0	24.0
YNL133C	FYV6	114.0	116.0	64.0	59.0	73.0	72.0	62.0
YNL134C	YNL134C	94.0	91.0	110.0	135.0	170.0	177.0	133.0
YNL135C	FPR1	1291.0	1339.0	1196.0	1156.0	1130.0	1168.0	1057.0
YNL136W	EAF7	63.0	56.0	56.0	57.0	66.0	61.0	64.0
YNL137C	NAM9	132.0	106.0	107.0	113.0	181.0	174.0	190.0
YNL138W-A	YSF3	93.0	107.0	91.0	86.0	71.0	66.0	74.0
YNL138W	SRV2	130.0	133.0	124.0	123.0	128.0	126.0	120.0
YNL139C	THO2	15.0	15.0	13.0	13.0	12.0	12.0	12.0
YNL140C	YNL140C	0.6		1.0		0.5	0.4	
YNL141W	AAH1	85.0	76.0	71.0	78.0	49.0	56.0	68.0
YNL142W	MEP2	177.0	470.0	1175.0	1441.0	1633.0	1296.0	594.0
YNL143C	YNL143C	25.0	28.0	14.0	11.0	8.0	12.0	15.0
YNL144C	YNL144C	33.0	34.0	19.0	18.0	17.0	16.0	16.0
YNL145W	MFA2	3088.0	2006.0	643.0	712.0	2880.0	3445.0	3808.0
YNL146C-A	YNL146C-A	57.0	41.0	10.0	12.0	37.0	39.0	34.0
YNL146W	YNL146W	94.0	103.0	46.0	45.0	73.0	88.0	72.0
YNL147W	LSM7	164.0	190.0	190.0	164.0	167.0	150.0	157.0
YNL148C	ALF1	46.0	52.0	30.0	34.0	35.0	38.0	44.0
YNL149C	PGA2	14.0	19.0	19.0	20.0	17.0	16.0	18.0
YNL150W	YNL150W	4.0	7.0	4.0	4.0	4.0	2.0	3.0
YNL151C	RPC31	77.0	76.0	86.0	94.0	75.0	79.0	84.0
YNL152W	INN1	43.0	41.0	45.0	45.0	42.0	40.0	36.0
YNL153C	GIM3	135.0	138.0	158.0	144.0	168.0	149.0	145.0
YNL154C	YCK2	98.0	86.0	122.0	119.0	110.0	110.0	121.0
YNL155W	CUZ1	195.0	233.0	207.0	233.0	233.0	227.0	220.0
YNL156C	NSG2	312.0	340.0	177.0	187.0	199.0	210.0	191.0
YNL157W	IGO1	201.0	178.0	179.0	182.0	188.0	166.0	172.0
YNL158W	PGA1	87.0	95.0	66.0	68.0	69.0	72.0	60.0
YNL159C	ASI2	81.0	77.0	49.0	53.0	53.0	55.0	50.0
YNL160W	YGP1	108.0	88.0	34.0	40.0	223.0	284.0	198.0
YNL161W	CBK1	62.0	62.0	67.0	66.0	63.0	60.0	56.0
YNL162W-A	YNL162W-A	25.0	22.0	29.0	40.0	33.0	31.0	47.0
YNL162W	RPL42A	376.0	308.0	710.0	761.0	714.0	795.0	1077.0
YNL163C	RIA1	23.0	20.0	23.0	23.0	23.0	25.0	25.0
YNL164C	IBD2	50.0	51.0	48.0	50.0	41.0	43.0	39.0
YNL165W	YNL165W	85.0	89.0	42.0	39.0	37.0	37.0	35.0
YNL166C	BNI5	37.0	34.0	87.0	71.0	40.0	38.0	45.0
YNL167C	SKO1	50.0	46.0	52.0	54.0	60.0	51.0	52.0
YNL168C	FMP41	110.0	109.0	108.0	101.0	106.0	110.0	96.0
YNL169C	PSD1	105.0	95.0	68.0	66.0	70.0	75.0	91.0
YNL170W	YNL170W	2.0	3.0	3.0	2.0	0.7	2.0	1.0
YNL171C	YNL171C	3.0	2.0	2.0	2.0	2.0	2.0	0.7
YNL172W	APC1	12.0	13.0	14.0	15.0	16.0	15.0	11.0
YNL173C	MDG1	260.0	258.0	199.0	225.0	245.0	247.0	287.0
YNL175C	NOP13	24.0	21.0	24.0	25.0	20.0	20.0	32.0
YNL176C	TDA7	105.0	101.0	118.0	112.0	91.0	88.0	73.0
YNL177C	MRPL22	111.0	88.0	152.0	157.0	230.0	230.0	248.0
YNL178W	RPS3	535.0	452.0	676.0	791.0	724.0	814.0	1168.0
YNL179C	YNL179C	35.0	39.0	40.0	43.0	46.0	50.0	40.0
YNL180C	RHO5	262.0	230.0	307.0	314.0	315.0	350.0	329.0
YNL181W	PBR1	67.0	70.0	65.0	64.0	66.0	65.0	63.0
YNL182C	IPI3	29.0	20.0	23.0	31.0	24.0	25.0	33.0
YNL183C	NPR1	84.0	85.0	72.0	76.0	82.0	70.0	63.0
YNL185C	MRPL19	66.0	58.0	70.0	80.0	140.0	133.0	155.0
YNL186W	UBP10	121.0	111.0	83.0	90.0	87.0	89.0	93.0
YNL187W	SWT21	36.0	42.0	25.0	25.0	25.0	25.0	22.0
YNL188W	KAR1	21.0	19.0	30.0	27.0	30.0	41.0	56.0
YNL189W	SRP1	264.0	262.0	184.0	178.0	173.0	172.0	164.0
YNL190W	YNL190W	184.0	215.0	422.0	465.0	493.0	475.0	370.0
YNL191W	DUG3	164.0	161.0	77.0	59.0	77.0	64.0	74.0
YNL192W	CHS1	104.0	61.0	64.0	50.0	68.0	144.0	287.0
YNL193W	YNL193W	126.0	124.0	46.0	42.0	42.0	41.0	35.0
YNL194C	YNL194C	535.0	459.0	146.0	140.0	156.0	137.0	84.0
YNL195C	YNL195C	226.0	250.0	54.0	58.0	74.0	67.0	46.0
YNL196C	SLZ1	41.0	37.0	13.0	15.0	11.0	9.0	9.0
YNL197C	WHI3	67.0	56.0	90.0	78.0	62.0	61.0	57.0
YNL198C	YNL198C	1.0	2.0	5.0	1.0	4.0	1.0	1.0
YNL199C	GCR2	36.0	33.0	42.0	43.0	44.0	44.0	47.0
YNL200C	NNR1	158.0	167.0	109.0	114.0	145.0	142.0	116.0
YNL201C	PSY2	34.0	29.0	22.0	23.0	19.0	19.0	22.0
YNL202W	SPS19	165.0	178.0	31.0	32.0	26.0	25.0	18.0
YNL203C	YNL203C	4.0	4.0	1.0	2.0	1.0	1.0	2.0
YNL204C	SPS18	15.0	11.0	8.0	8.0	7.0	7.0	5.0
YNL205C	YNL205C	0.3	0.5	0.6	0.5			
YNL206C	RTT106	69.0	65.0	52.0	50.0	49.0	50.0	62.0
YNL207W	RIO2	54.0	47.0	62.0	56.0	52.0	49.0	59.0
YNL208W	YNL208W	1416.0	1464.0	473.0	465.0	426.0	501.0	673.0
YNL209W	SSB2	338.0	304.0	324.0	359.0	286.0	307.0	406.0
YNL210W	MER1	31.0	29.0	11.0	11.0	11.0	8.0	7.0
YNL211C	MRX7	67.0	73.0	72.0	72.0	84.0	70.0	66.0
YNL212W	VID27	47.0	47.0	60.0	58.0	48.0	47.0	42.0
YNL213C	RRG9	85.0	74.0	110.0	116.0	131.0	119.0	123.0
YNL214W	PEX17	93.0	95.0	45.0	49.0	48.0	43.0	38.0
YNL215W	IES2	112.0	113.0	74.0	76.0	93.0	74.0	77.0
YNL216W	RAP1	20.0	24.0	55.0	58.0	47.0	45.0	41.0
YNL217W	YNL217W	57.0	54.0	59.0	59.0	67.0	75.0	106.0
YNL218W	MGS1	33.0	34.0	23.0	23.0	21.0	23.0	22.0
YNL219C	ALG9	119.0	128.0	87.0	88.0	87.0	88.0	77.0
YNL220W	ADE12	263.0	288.0	358.0	367.0	369.0	363.0	316.0
YNL221C	POP1	46.0	49.0	52.0	51.0	58.0	53.0	54.0
YNL222W	SSU72	95.0	93.0	65.0	63.0	74.0	71.0	69.0
YNL223W	ATG4	37.0	35.0	22.0	25.0	24.0	25.0	22.0
YNL224C	SQS1	19.0	20.0	20.0	21.0	22.0	19.0	20.0
YNL225C	CNM67	37.0	33.0	40.0	34.0	40.0	36.0	40.0
YNL227C	JJJ1	19.0	16.0	16.0	19.0	18.0	18.0	19.0
YNL229C	URE2	107.0	108.0	129.0	131.0	146.0	137.0	139.0
YNL230C	ELA1	23.0	22.0	18.0	18.0	22.0	23.0	19.0
YNL231C	PDR16	59.0	54.0	61.0	64.0	70.0	74.0	86.0
YNL232W	CSL4	105.0	101.0	65.0	72.0	67.0	74.0	81.0
YNL233W	BNI4	25.0	25.0	22.0	18.0	21.0	20.0	27.0
YNL234W	YNL234W	7.0	6.0	4.0	4.0	3.0	5.0	4.0
YNL235C	YNL235C							0.4
YNL236W	SIN4	24.0	26.0	19.0	17.0	19.0	18.0	18.0
YNL237W	YTP1	72.0	68.0	28.0	31.0	42.0	42.0	42.0
YNL238W	KEX2	41.0	36.0	49.0	46.0	36.0	32.0	32.0
YNL239W	LAP3	605.0	803.0	328.0	342.0	301.0	288.0	220.0
YNL240C	NAR1	110.0	108.0	63.0	70.0	79.0	77.0	74.0
YNL241C	ZWF1	242.0	250.0	296.0	314.0	283.0	263.0	247.0
YNL242W	ATG2	20.0	19.0	12.0	10.0	12.0	13.0	10.0
YNL243W	SLA2	94.0	104.0	88.0	98.0	79.0	83.0	73.0
YNL244C	SUI1	633.0	583.0	747.0	758.0	658.0	633.0	638.0
YNL245C	CWC25	75.0	71.0	51.0	55.0	55.0	48.0	51.0
YNL246W	VPS75	91.0	88.0	89.0	99.0	102.0	92.0	95.0
YNL247W	YNL247W	70.0	66.0	88.0	89.0	87.0	90.0	99.0
YNL248C	RPA49	40.0	26.0	55.0	70.0	54.0	63.0	84.0
YNL249C	MPA43	18.0	20.0	16.0	18.0	20.0	19.0	15.0
YNL250W	RAD50	13.0	12.0	12.0	11.0	13.0	13.0	12.0
YNL251C	NRD1	96.0	145.0	56.0	57.0	76.0	70.0	60.0
YNL252C	MRPL17	102.0	68.0	104.0	110.0	167.0	164.0	187.0
YNL253W	TEX1	68.0	69.0	46.0	44.0	45.0	43.0	43.0
YNL254C	RTC4	40.0	39.0	28.0	28.0	25.0	25.0	24.0
YNL255C	GIS2	614.0	614.0	448.0	490.0	490.0	512.0	617.0
YNL256W	FOL1	43.0	36.0	34.0	34.0	29.0	33.0	41.0
YNL257C	SIP3	24.0	23.0	18.0	20.0	22.0	19.0	22.0
YNL258C	DSL1	35.0	35.0	35.0	34.0	34.0	34.0	37.0
YNL259C	ATX1	447.0	295.0	326.0	284.0	309.0	304.0	289.0
YNL260C	LTO1	73.0	71.0	47.0	46.0	52.0	58.0	44.0
YNL261W	ORC5	46.0	50.0	40.0	33.0	36.0	36.0	33.0
YNL262W	POL2	4.0	4.0	8.0	7.0	7.0	7.0	12.0
YNL263C	YIF1	108.0	129.0	146.0	138.0	125.0	125.0	132.0
YNL264C	PDR17	30.0	28.0	33.0	34.0	34.0	30.0	28.0
YNL265C	IST1	51.0	55.0	30.0	37.0	39.0	38.0	33.0
YNL266W	YNL266W	0.3				0.6		0.4
YNL267W	PIK1	55.0	57.0	42.0	42.0	47.0	43.0	45.0
YNL268W	LYP1	273.0	271.0	209.0	211.0	175.0	172.0	152.0
YNL269W	BSC4	19.0	18.0	5.0	5.0	5.0	10.0	7.0
YNL270C	ALP1	221.0	180.0	15.0	12.0	8.0	9.0	11.0
YNL271C	BNI1	12.0	10.0	11.0	12.0	11.0	11.0	11.0
YNL272C	SEC2	31.0	29.0	36.0	35.0	38.0	36.0	37.0
YNL273W	TOF1	4.0	4.0	7.0	7.0	6.0	7.0	11.0
YNL274C	GOR1	106.0	89.0	82.0	78.0	119.0	117.0	107.0
YNL275W	BOR1	77.0	71.0	31.0	33.0	31.0	30.0	26.0
YNL276C	YNL276C		0.6					
YNL277W-A	YNL277W-A	10.0	16.0	20.0	6.0	19.0	14.0	45.0
YNL277W	MET2	138.0	122.0	124.0	104.0	149.0	143.0	167.0
YNL278W	CAF120	14.0	12.0	23.0	20.0	20.0	19.0	16.0
YNL279W	PRM1	17.0	20.0	11.0	13.0	11.0	12.0	11.0
YNL280C	ERG24	92.0	99.0	77.0	90.0	88.0	94.0	80.0
YNL281W	HCH1	163.0	140.0	476.0	529.0	463.0	428.0	348.0
YNL282W	POP3	15.0	13.0	17.0	21.0	14.0	16.0	18.0
YNL283C	WSC2	67.0	59.0	117.0	113.0	61.0	50.0	53.0
YNL284C-B	YNL284C-B	6.0	6.0	5.0	4.0	6.0	6.0	5.0
YNL284C	MRPL10	177.0	147.0	148.0	168.0	247.0	263.0	272.0
YNL285W	YNL285W	13.0	8.0	5.0	6.0	7.0	5.0	5.0
YNL286W	CUS2	54.0	55.0	48.0	45.0	60.0	54.0	52.0
YNL287W	SEC21	68.0	69.0	104.0	96.0	85.0	86.0	81.0
YNL288W	CAF40	128.0	125.0	86.0	93.0	77.0	78.0	71.0
YNL289W	PCL1	14.0	13.0	107.0	69.0	23.0	41.0	162.0
YNL290W	RFC3	82.0	80.0	96.0	99.0	85.0	93.0	85.0
YNL291C	MID1	43.0	40.0	36.0	39.0	36.0	35.0	35.0
YNL292W	PUS4	38.0	34.0	35.0	33.0	35.0	37.0	44.0
YNL293W	MSB3	71.0	67.0	40.0	40.0	44.0	43.0	39.0
YNL294C	RIM21	73.0	70.0	46.0	54.0	55.0	57.0	52.0
YNL295W	MRX6	66.0	58.0	39.0	44.0	58.0	58.0	56.0
YNL297C	MON2	21.0	20.0	19.0	19.0	19.0	18.0	18.0
YNL298W	CLA4	51.0	46.0	49.0	56.0	61.0	62.0	60.0
YNL299W	TRF5	16.0	17.0	28.0	27.0	20.0	19.0	23.0
YNL300W	TOS6	45.0	38.0	422.0	231.0	72.0	87.0	314.0
YNL301C	RPL18B	66.0	58.0	165.0	169.0	220.0	224.0	240.0
YNL302C	RPS19B	399.0	304.0	528.0	579.0	567.0	620.0	863.0
YNL303W	YNL303W		0.7	1.0	2.0	0.8	1.0	3.0
YNL304W	YPT11	18.0	19.0	20.0	16.0	16.0	19.0	20.0
YNL305C	BXI1	206.0	210.0	148.0	171.0	177.0	181.0	154.0
YNL306W	MRPS18	196.0	164.0	241.0	260.0	344.0	385.0	382.0
YNL307C	MCK1	197.0	206.0	210.0	198.0	178.0	182.0	159.0
YNL308C	KRI1	73.0	62.0	81.0	88.0	79.0	80.0	101.0
YNL309W	STB1	23.0	21.0	23.0	20.0	18.0	20.0	33.0
YNL310C	ZIM17	70.0	65.0	69.0	67.0	81.0	82.0	96.0
YNL311C	SKP2	43.0	48.0	39.0	41.0	37.0	36.0	39.0
YNL312W	RFA2	80.0	86.0	92.0	67.0	51.0	57.0	87.0
YNL313C	EMW1	26.0	21.0	29.0	30.0	26.0	28.0	36.0
YNL314W	DAL82	64.0	68.0	40.0	46.0	53.0	52.0	47.0
YNL315C	ATP11	137.0	103.0	96.0	101.0	159.0	176.0	167.0
YNL316C	PHA2	65.0	74.0	47.0	47.0	48.0	47.0	41.0
YNL317W	PFS2	42.0	38.0	27.0	25.0	31.0	31.0	30.0
YNL318C	HXT14	3.0	4.0	1.0	0.9	0.5	0.7	0.3
YNL319W	YNL319W		1.0	0.6	0.5	0.7	0.6	0.5
YNL320W	YNL320W	83.0	92.0	69.0	67.0	63.0	70.0	49.0
YNL321W	VNX1	63.0	65.0	54.0	55.0	56.0	49.0	43.0
YNL322C	KRE1	250.0	257.0	220.0	229.0	222.0	205.0	200.0
YNL323W	LEM3	69.0	65.0	61.0	62.0	63.0	55.0	46.0
YNL324W	YNL324W		0.6	0.5				
YNL325C	FIG4	13.0	13.0	12.0	12.0	13.0	13.0	12.0
YNL326C	PFA3	86.0	92.0	49.0	52.0	57.0	51.0	49.0
YNL327W	EGT2	7.0	8.0	13.0	19.0	40.0	171.0	499.0
YNL328C	MDJ2	17.0	14.0	14.0	14.0	17.0	22.0	27.0
YNL329C	PEX6	46.0	47.0	24.0	27.0	31.0	36.0	38.0
YNL330C	RPD3	89.0	85.0	88.0	88.0	98.0	91.0	84.0
YNL331C	AAD14	106.0	124.0	49.0	50.0	53.0	58.0	47.0
YNL332W	THI12	19.0	17.0	8.0	7.0	7.0	6.0	5.0
YNL333W	SNZ2	72.0	60.0	20.0	17.0	24.0	23.0	21.0
YNL334C	SNO2	15.0	11.0	7.0	6.0	6.0	7.0	7.0
YNL335W	DDI3	22.0	29.0	5.0	5.0	5.0	5.0	3.0
YNL336W	COS1	43.0	41.0	27.0	25.0	35.0	32.0	33.0
YNL337W	YNL337W		2.0	0.9	2.0			1.0
YNL339C	YRF1-6	0.5	0.5	0.5	0.3	0.4	0.6	0.6
YNR001C	CIT1	1618.0	1668.0	3090.0	3202.0	3631.0	3853.0	3376.0
YNR001W-A	YNR001W-A	2.0	2.0	1.0	1.0	1.0	1.0	0.9
YNR002C	ATO2	2362.0	2224.0	1151.0	1216.0	1203.0	942.0	630.0
YNR003C	RPC34	33.0	30.0	44.0	42.0	32.0	37.0	31.0
YNR004W	SWM2	55.0	49.0	37.0	42.0	42.0	31.0	26.0
YNR006W	VPS27	66.0	68.0	45.0	47.0	51.0	46.0	40.0
YNR007C	ATG3	105.0	99.0	78.0	70.0	78.0	79.0	72.0
YNR008W	LRO1	25.0	23.0	41.0	39.0	36.0	35.0	36.0
YNR009W	NRM1	21.0	21.0	134.0	106.0	32.0	22.0	20.0
YNR010W	CSE2	65.0	64.0	41.0	39.0	39.0	35.0	34.0
YNR011C	PRP2	29.0	27.0	25.0	24.0	23.0	19.0	19.0
YNR012W	URK1	16.0	10.0	28.0	30.0	26.0	33.0	34.0
YNR013C	PHO91	42.0	39.0	33.0	38.0	39.0	40.0	38.0
YNR014W	YNR014W	37.0	29.0	19.0	17.0	19.0	17.0	13.0
YNR015W	SMM1	221.0	199.0	86.0	88.0	77.0	76.0	78.0
YNR016C	ACC1	288.0	313.0	145.0	149.0	180.0	218.0	239.0
YNR017W	TIM23	262.0	216.0	268.0	278.0	347.0	384.0	467.0
YNR018W	RCF2	170.0	156.0	203.0	192.0	152.0	160.0	146.0
YNR019W	ARE2	89.0	89.0	35.0	39.0	38.0	38.0	39.0
YNR020C	ATP23	46.0	35.0	54.0	55.0	74.0	82.0	82.0
YNR021W	YNR021W	110.0	114.0	113.0	125.0	131.0	132.0	139.0
YNR022C	MRPL50	171.0	140.0	188.0	198.0	274.0	299.0	293.0
YNR023W	SNF12	25.0	25.0	40.0	37.0	32.0	28.0	27.0
YNR024W	MPP6	21.0	21.0	22.0	21.0	21.0	24.0	34.0
YNR025C	YNR025C	9.0	5.0	4.0	5.0	5.0	4.0	4.0
YNR026C	SEC12	37.0	32.0	36.0	36.0	33.0	35.0	37.0
YNR027W	BUD17	42.0	42.0	37.0	37.0	33.0	36.0	29.0
YNR028W	CPR8	85.0	80.0	217.0	202.0	129.0	109.0	87.0
